cidade,pais,lat,lon
Port Harcourt,Nigeria,4.75,7.0
Louisville,United States,38.1663,-85.6485
Zaoyang,China,32.1287,112.7581
Shuizhai,China,33.4433,114.8994
Dnipro,Ukraine,48.45,34.9833
Kota,India,25.18,75.83
Quetta,Pakistan,30.192,67.007
Abu Dhabi,United Arab Emirates,24.4781,54.3686
Stockholm,Sweden,59.3294,18.0686
Ottawa,Canada,45.4247,-75.695
Asmara,Eritrea,15.3333,38.9167
Freetown,Sierra Leone,8.4833,-13.2331
Jerusalem,Israel,31.7833,35.2167
Bangui,Central African Republic,4.3732,18.5628
Panama City,Panama,9.0,-79.5
Amsterdam,Netherlands,52.3667,4.8833
Lome,Togo,6.1319,1.2228
Libreville,Gabon,0.3901,9.4544
Zagreb,Croatia,45.8,15.95
Dushanbe,Tajikistan,38.5731,68.7864
Lilongwe,Malawi,-13.9833,33.7833
Cotonou,Benin,6.4,2.52
Vientiane,Laos,17.9667,102.6
Colombo,Sri Lanka,6.9167,79.8333
Pretoria,South Africa,-25.7464,28.1881
Winnipeg,Canada,49.8844,-97.1464
Quebec City,Canada,46.8139,-71.2081
Oslo,Norway,59.9111,10.7528
Athens,Greece,37.9842,23.7281
Bujumbura,Burundi,-3.3825,29.3611
Helsinki,Finland,60.1756,24.9342
Skopje,Macedonia,41.9833,21.4333
Chisinau,Moldova,47.0228,28.8353
Riga,Latvia,56.9475,24.1069
Copenhagen,Denmark,55.6761,12.5689
Kingston,Jamaica,17.9714,-76.7931
Rabat,Morocco,34.0253,-6.8361
Vilnius,Lithuania,54.6833,25.2833
San Salvador,El Salvador,13.6989,-89.1914
Djibouti,Djibouti,11.595,43.1481
Lisbon,Portugal,38.7452,-9.1604
Kitchener,Canada,43.4186,-80.4728
Tallinn,Estonia,59.4372,24.745
Cape Town,South Africa,-33.925,18.425
Bratislava,Slovakia,48.1447,17.1128
Tirana,Albania,41.33,19.82
Canberra,Australia,-35.2931,149.1269
Wellington,New Zealand,-41.2889,174.7772
Beirut,Lebanon,33.8869,35.5131
Dodoma,Tanzania,-6.1835,35.746
Halifax,Canada,44.6475,-63.5906
Bissau,Guinea-Bissau,11.8592,-15.5956
Juba,South Sudan,4.85,31.6
Port Moresby,Papua New Guinea,-9.4789,147.1494
Yamoussoukro,C�te D�Ivoire,6.8161,-5.2742
Victoria,Canada,48.4283,-123.3647
Maseru,Lesotho,-29.31,27.48
Nicosia,Cyprus,35.1725,33.365
Windhoek,Namibia,-22.57,17.0836
Porto-Novo,Benin,6.4833,2.6167
Sucre,Bolivia,-19.0431,-65.2592
San Jose,Costa Rica,9.9333,-84.0833
Ljubljana,Slovenia,46.05,14.5167
Sarajevo,Bosnia And Herzegovina,43.8667,18.4167
Nassau,"Bahamas, The",25.0667,-77.3333
Bloemfontein,South Africa,-29.1,26.2167
Fort-de-France,Martinique,14.6104,-61.08
Gaborone,Botswana,-24.6569,25.9086
Paramaribo,Suriname,5.8667,-55.1667
Dili,Timor-Leste,-8.5586,125.5736
Pristina,Kosovo,42.6667,21.1667
Georgetown,Guyana,6.7833,-58.1667
Malabo,Equatorial Guinea,3.7521,8.7737
Gibraltar,Gibraltar,36.1324,-5.3781
Saint-Denis,Reunion,-20.8789,55.4481
Male,Maldives,4.175,73.5083
Podgorica,Montenegro,42.4397,19.2661
Manama,Bahrain,26.225,50.5775
Port Louis,Mauritius,-20.1667,57.5
Willemstad,Cura�ao,12.108,-68.935
New Delhi,India,28.7,77.2
Bern,Switzerland,46.948,7.4474
Papeete,French Polynesia,-17.5334,-149.5667
Reykjavik,Iceland,64.1475,-21.935
Praia,Cabo Verde,14.9177,-23.5092
Luxembourg,Luxembourg,49.6106,6.1328
Sri Jayewardenepura Kotte,Sri Lanka,6.9,79.9164
Bridgetown,Barbados,13.0975,-59.6167
Moroni,Comoros,-11.7036,43.2536
Thimphu,Bhutan,27.4833,89.6333
Mbabane,Swaziland,-26.3208,31.1617
Noumea,New Caledonia,-22.2625,166.4443
Honiara,Solomon Islands,-9.4333,159.95
Suva,Fiji,-18.1333,178.4333
Castries,Saint Lucia,14.0167,-60.9833
Cayenne,French Guiana,4.933,-52.33
Sao Tome,Sao Tome And Principe,0.3333,6.7333
Port-Vila,Vanuatu,-17.7333,168.3167
Hamilton,Bermuda,32.2942,-64.7839
Bandar Seri Begawan,Brunei,4.9167,114.9167
Monaco,Monaco,43.7396,7.4069
Gitega,Burundi,-3.4264,29.9306
Port of Spain,Trinidad And Tobago,10.6667,-61.5167
Apia,Samoa,-13.8333,-171.8333
Douglas,Isle Of Man,54.15,-4.4819
Oranjestad,Aruba,12.5186,-70.0358
Saint Helier,Jersey,49.1833,-2.1167
Vaduz,Liechtenstein,47.1415,9.5215
Banjul,"Gambia, The",13.4531,-16.5775
Mamoudzou,Mayotte,-12.7871,45.275
Majuro,Marshall Islands,7.0918,171.3802
Tarawa,Kiribati,1.3382,173.0176
George Town,Cayman Islands,19.2866,-81.3744
Victoria,Seychelles,-4.6236,55.4544
Kingstown,Saint Vincent And The Grenadines,13.1667,-61.2333
Saint John's,Antigua And Barbuda,17.1211,-61.8447
Nuku`alofa,Tonga,-21.1347,-175.2083
Andorra la Vella,Andorra,42.5,1.5
Nuuk,Greenland,64.175,-51.7333
Belmopan,Belize,17.25,-88.7675
Roseau,Dominica,15.3,-61.3833
Basseterre,Saint Kitts And Nevis,17.2983,-62.7342
Torshavn,Faroe Islands,62.0,-6.7833
Pago Pago,American Samoa,-14.274,-170.7046
Valletta,Malta,35.8978,14.5125
Gaza,Gaza Strip,31.5069,34.456
Grand Turk,Turks And Caicos Islands,21.4664,-71.136
Palikir,"Micronesia, Federated States Of",6.9178,158.185
Funafuti,Tuvalu,-8.5167,179.2167
Lobamba,Swaziland,-26.4465,31.2064
Avarua,Cook Islands,-21.207,-159.771
Saint George's,Grenada,12.0444,-61.7417
San Marino,San Marino,43.932,12.4484
Al Quds,West Bank,31.7764,35.2269
Capitol Hill,Northern Mariana Islands,15.2137,145.7546
Basse-Terre,Guadeloupe,16.0,-61.7167
Stanley,Falkland Islands (Islas Malvinas),-51.7,-57.85
Vatican City,Vatican City,41.9,12.4478
Alofi,Niue,-19.056,-169.921
Hagta,Guam,13.4745,144.7504
Jamestown,"Saint Helena, Ascension, And Tristan Da Cunha",-15.9251,-5.7179
Marigot,Saint Martin,18.0706,-63.0847
Philipsburg,Sint Maarten,18.0256,-63.0492
Road Town,"Virgin Islands, British",18.4167,-64.6167
Gustavia,Saint Barthelemy,17.8958,-62.8508
Saint-Pierre,Saint Pierre And Miquelon,46.7811,-56.1764
The Valley,Anguilla,18.2167,-63.05
Mata-Utu,Wallis And Futuna,-13.2825,-176.1736
Kingston,Norfolk Island,-29.0569,167.9617
Ngerulmud,Palau,7.5006,134.6242
Tifariti,Morocco,26.0928,-10.6089
Tifariti,Western Sahara,26.0928,-10.6089
Longyearbyen,Svalbard,78.2167,15.6333
Adamstown,Pitcairn Islands,-25.0667,-130.0833
Flying Fish Cove,Christmas Island,-10.4167,105.7167
Bareilly,India,28.364,79.415
Quang Ha,Vietnam,16.06,108.25
Soacha,Colombia,4.5781,-74.2144
Kitaku,Japan,33.8704,130.82
Jodhpur,India,26.2918,73.0168
Xingcheng,China,24.1681,115.6669
Dongtai,China,32.8534,120.3037
Yingcheng,China,24.1878,113.4042
Al Mansurah,Egypt,31.05,31.3833
Glasgow,United Kingdom,55.8609,-4.2514
Chiba,Japan,35.6,140.1
Luocheng,China,22.7645,111.5745
Danyang,China,31.9948,119.575
Natal,Brazil,-6.9838,-60.2699
Zhaodong,China,46.0635,125.9773
Nada,China,19.5,109.5833
Xibeijie,China,39.737,98.5049
Kirkuk,Iraq,35.4667,44.4
Naples,Italy,40.8333,14.25
Wuchuan,China,21.4283,110.7749
Huilong,China,31.8131,121.6574
Oklahoma City,United States,35.4676,-97.5136
Toulouse,France,43.6045,1.444
Malaga,Spain,36.7194,-4.42
Denizli,Turkey,37.7731,29.0878
Dispur,India,26.15,91.77
Coimbatore,India,11.0,76.9667
Guwahati,India,26.1667,91.7667
Songnam,"Korea, South",37.4386,127.1378
Taishan,China,22.2486,112.785
Solapur,India,17.6833,75.9167
Tangier,Morocco,35.7767,-5.8039
Anqiu,China,36.3619,119.1072
Feicheng,China,36.186,116.772
Meishan,China,34.1736,112.839
Kisangani,Congo (Kinshasa),0.5153,25.1911
Khartoum North,Sudan,15.6333,32.6333
Aguascalientes,Mexico,21.876,-102.296
Marrakech,Morocco,31.6295,-7.9811
Donetsk,Ukraine,48.0089,37.8042
Taihecun,China,45.768,131.0063
Trujillo,Peru,-8.1119,-79.0289
Cebu City,Philippines,10.3,123.9
Taihe,China,30.8706,105.3784
Bridgeport,United States,41.1918,-73.1953
Antwerp,Belgium,51.2206,4.4003
Trichinopoly,India,10.8269,78.6928
Xin'an,China,34.3662,118.3369
Padang,Indonesia,-0.9556,100.3606
Qingzhou,China,36.6967,118.4797
Buffalo,United States,42.9016,-78.8487
Lichuan,China,30.2965,108.9378
Daye,China,30.1003,114.9699
Fort Worth,United States,32.7811,-97.3473
Hengzhou,China,22.6896,109.2674
Campo Grande,Brazil,-20.4686,-54.6222
Zhuanghe,China,39.6896,122.9664
Hartford,United States,41.7661,-72.6834
Ad Dammam,Saudi Arabia,26.4333,50.1
Bucheon,"Korea, South",37.4989,126.7831
Lhasa,China,29.65,91.1
Homs,Syria,34.7333,36.7167
Jiaozhou,China,36.2481,119.9625
Merida,Mexico,20.97,-89.62
Yangchun,China,22.1717,111.7846
Concepcion,Chile,-36.82,-73.0445
Dengtalu,China,36.08,114.35
Hubli,India,15.36,75.125
Abeokuta,Nigeria,7.15,3.35
Tucson,United States,32.1545,-110.8782
Krasnodar,Russia,45.0333,38.9833
Natal,Brazil,-5.795,-35.2089
Chihuahua,Mexico,28.6353,-106.0889
Klang,Malaysia,3.0333,101.45
Turin,Italy,45.0667,7.7
Jos,Nigeria,9.9333,8.8833
Laiyang,China,36.9758,120.7136
Jalandhar,India,31.3256,75.5792
Sale,Morocco,34.05,-6.8167
Marseille,France,43.2964,5.37
Kaifeng Chengguanzhen,China,34.85,114.35
Eskisehir,Turkey,39.7767,30.5206
Gaomi,China,36.3833,119.75
Teresina,Brazil,-5.0949,-42.8042
Ipoh,Malaysia,4.6,101.07
Hai'an,China,32.532,120.4604
Liverpool,United Kingdom,53.4,-2.9833
Zamboanga City,Philippines,6.9167,122.0833
Oran,Algeria,35.6969,-0.6331
Southampton,United Kingdom,50.9,-1.4
Weichanglu,China,37.1792,119.9333
Pekanbaru,Indonesia,0.5333,101.45
Portsmouth,United Kingdom,50.8058,-1.0872
Leping,China,28.9632,117.1203
Kermanshah,Iran,34.3167,47.0686
Hailun,China,47.4585,126.9632
Macheng,China,31.1817,115.0189
Ilorin,Nigeria,8.5,4.55
Omaha,United States,41.2627,-96.0522
Yuci,China,37.6804,112.73
Saratov,Russia,51.5333,46.0
Sao Bernardo do Campo,Brazil,-23.6939,-46.565
Erbil,Iraq,36.1911,44.0094
Iguacu,Brazil,-22.74,-43.47
El Paso,United States,31.8479,-106.4309
Denpasar,Indonesia,-8.6667,115.2167
Dehui,China,44.5323,125.6965
Naucalpan de Juarez,Mexico,19.4753,-99.2378
Bhubaneshwar,India,20.2644,85.8281
Tongchuan,China,34.9057,108.9422
Cheongju,"Korea, South",36.6372,127.4897
Warri,Nigeria,5.5167,5.75
Pointe-Noire,Congo (Brazzaville),-4.7889,11.8653
Rongjiawan,China,29.1409,113.1087
Butterworth,Malaysia,5.3942,100.3664
Bhayandar,India,19.3,72.85
San Luis Potosi,Mexico,22.1511,-100.9761
Renqiu,China,38.7094,116.1008
Joao Pessoa,Brazil,-7.12,-34.88
Toluca,Mexico,19.2925,-99.6569
Honolulu,United States,21.3294,-157.846
Queretaro,Mexico,20.5875,-100.3928
Xindi,China,29.8182,113.4653
Wu'an,China,36.6941,114.1847
Hermosillo,Mexico,29.0989,-110.9542
Wutong,China,30.6326,120.5474
Taguig City,Philippines,14.5167,121.05
Saltillo,Mexico,25.4333,-101.0
Gaoyou,China,32.7847,119.4432
Hejian,China,38.4451,116.0897
Yiyang,China,26.4103,112.3913
Puxi,China,35.2125,114.735
Zijinglu,China,34.7513,112.9854
Trabzon,Turkey,41.005,39.7225
Xiashi,China,30.5333,120.6833
Valencia,Spain,39.47,-0.3764
Dongyang,China,29.2785,120.2282
McAllen,United States,26.2273,-98.2471
Abaete,Brazil,-19.1583,-45.4522
Palermo,Colombia,2.8883,-75.4339
Johor Bahru,Malaysia,1.4556,103.7611
Qingping,China,34.538,113.3796
Morelia,Mexico,19.7683,-101.1894
Niigata,Japan,37.9161,139.0364
Pasig City,Philippines,14.575,121.0833
Moradabad,India,28.8418,78.7568
Hamamatsu,Japan,34.7167,137.7333
Culiacan,Mexico,24.8069,-107.3939
Xiangxiang,China,27.7389,112.5223
Malang,Indonesia,-7.98,112.62
Xingyi,China,25.091,104.9011
Chaohucun,China,31.6783,117.7353
Fuyang,China,30.0533,119.9519
Antipolo,Philippines,14.5842,121.1763
Lubango,Angola,-14.9167,13.5
Nottingham,United Kingdom,52.95,-1.15
Cencheng,China,22.9297,111.0186
Krakow,Poland,50.0614,19.9372
Erzurum,Turkey,39.9097,41.2756
Hempstead,United States,40.6629,-73.6089
Al `Ayn,United Arab Emirates,24.2075,55.7447
Songzi,China,30.1772,111.7732
Laixi,China,36.8667,120.5333
Bahawalpur,Pakistan,29.3956,71.6722
Zhongba,China,31.7761,104.7406
Qingnian,China,36.8494,115.7061
Albuquerque,United States,35.1053,-106.6464
Kaduna,Nigeria,10.5231,7.4403
Tlalnepantla,Mexico,19.5367,-99.1947
Xinhualu,China,34.3962,113.7249
Guangshui,China,31.6189,113.8229
Frankfurt,Germany,50.1136,8.6797
Samarinda,Indonesia,-0.5022,117.1536
Changhua,Taiwan,24.0667,120.5333
Pietermaritzburg,South Africa,-29.5833,30.4167
Hungnam,"Korea, North",39.8231,127.6232
Kolhapur,India,16.7,74.2333
Ciudad Guayana,Venezuela,8.3596,-62.6517
Cucuta,Colombia,7.9075,-72.5047
Licheng,China,31.4174,119.4786
Thiruvananthapuram,India,8.5,76.8997
Tyumen,Russia,57.15,65.5333
Cancun,Mexico,21.1606,-86.8475
Zaporizhzhia,Ukraine,47.8378,35.1383
Tlajomulco de Zuniga,Mexico,20.4736,-103.4431
Chengguan,China,35.4599,113.7975
Kumamoto,Japan,32.8031,130.7078
Nehe,China,48.48,124.8738
Sokoto,Nigeria,13.0622,5.2339
Birmingham,United States,33.5277,-86.7987
Zunhua,China,40.1881,117.9593
Orumiyeh,Iran,37.5486,45.0675
Oyo,Nigeria,7.8333,3.9333
Wugang,China,26.7345,110.6293
Shuangqiao,China,35.0833,112.5833
Rennes,France,48.1147,-1.6794
Sizhan,China,39.0099,106.3694
Comodoro Rivadavia,Argentina,-45.8667,-67.5
Langzhong,China,31.5833,105.972
Bristol,United Kingdom,51.45,-2.5833
Qian'an,China,40.0059,118.6973
Lviv,Ukraine,49.8419,24.0315
Zouping,China,36.8625,117.7424
Bremen,Germany,53.1153,8.7975
Reynosa,Mexico,26.0922,-98.2778
An Najaf,Iraq,32.029,44.3396
Sagamihara,Japan,35.5667,139.3667
Guli,China,28.9008,120.0284
Sarasota,United States,27.3386,-82.5431
Mississauga,Canada,43.6,-79.65
Lingbao Chengguanzhen,China,34.5221,110.8786
Okayama,Japan,34.65,133.9167
Anlu,China,31.2575,113.6783
Wusong,China,30.9333,117.7667
Dayton,United States,39.7797,-84.1998
Changsha,China,22.3762,112.6877
Enugu,Nigeria,6.4403,7.4942
George Town,Malaysia,5.4145,100.3292
Jaboatao,Brazil,-8.1803,-35.0014
Santo Andre,Brazil,-23.6572,-46.5333
Xichang,China,27.8983,102.2706
Soledad,Colombia,10.92,-74.77
Chengxiang,China,31.4515,121.1043
Tolyatti,Russia,53.5167,49.4167
Saharanpur,India,29.964,77.546
Warangal,India,17.9756,79.6011
Edogawa,Japan,35.6924,139.8757
Osasco,Brazil,-23.5328,-46.7919
Dashiqiao,China,40.6328,122.5021
Latakia,Syria,35.5236,35.7917
Rochester,United States,43.168,-77.6162
Fresno,United States,36.7831,-119.7941
Banjarmasin,Indonesia,-3.3333,114.5833
Salem,India,11.65,78.1667
Uberlandia,Brazil,-18.9189,-48.2769
Shishi,China,24.7355,118.6434
Grenoble,France,45.1715,5.7224
Guadalupe,Mexico,25.6775,-100.2597
Adachi,Japan,35.7833,139.8
Qianxi,China,27.0284,106.0327
Aracaju,Brazil,-10.9111,-37.0717
Bauchi,Nigeria,10.3158,9.8442
Hamilton,Canada,43.2567,-79.8692
Lodz,Poland,51.7769,19.4547
Miluo Chengguanzhen,China,28.8049,113.0745
Gaizhou,China,40.4019,122.3499
Malegaon,India,20.55,74.55
Karbala',Iraq,32.6167,44.0333
Leling,China,37.7333,117.2167
Sao Jose dos Campos,Brazil,-23.1789,-45.8869
Jianshe,China,34.2189,113.7693
Acapulco de Juarez,Mexico,16.8636,-99.8825
Sheffield,United Kingdom,53.3833,-1.4667
Shizuoka,Japan,34.9756,138.3825
Jingcheng,China,32.0058,120.2547
City of Paranaque,Philippines,14.4667,121.0167
Kochi,India,9.9667,76.2833
Allentown,United States,40.5961,-75.4756
Tasikmalaya,Indonesia,-7.3333,108.2
Macau,Macau,22.203,113.545
Torreon,Mexico,25.5394,-103.4486
Xinmin,China,41.9952,122.8224
Shanhu,China,29.5908,120.8176
Zhongshu,China,27.8116,106.4133
Xigaze,China,29.2649,88.8799
Gold Coast,Australia,-28.0167,153.4
Cagayan de Oro,Philippines,8.4833,124.65
Gorakhpur,India,26.7611,83.3667
Pinghu,China,30.7005,121.0104
Palermo,Italy,38.1157,13.3613
Guankou,China,30.9933,103.624
Tulsa,United States,36.1284,-95.9042
Yatou,China,37.1653,122.4867
Songyang,China,34.4161,113.0424
Cape Coral,United States,26.6446,-81.9956
Ch'ongjin,"Korea, North",41.8,129.7831
Puyang Chengguanzhen,China,35.7004,114.98
Qionghu,China,28.8417,112.3595
Ribeirao Preto,Brazil,-21.1783,-47.8067
Dasmarinas,Philippines,14.3294,120.9367
Wenchang,China,31.054,116.9507
Shulan,China,44.4167,126.95
Catia La Mar,Venezuela,10.6,-67.0333
Sargodha,Pakistan,32.0836,72.6711
Bouake,C�te D�Ivoire,7.6833,-5.0331
Sialkot City,Pakistan,32.5,74.5333
As Sulaymaniyah,Iraq,35.55,45.4333
Hwasu-dong,"Korea, South",37.2,126.7667
Jeonju,"Korea, South",35.8219,127.1489
Durango,Mexico,24.0167,-104.6667
Shimoga,India,13.9304,75.56
Ansan,"Korea, South",37.3236,126.8219
Bulawayo,Zimbabwe,-20.1667,28.5667
Xiping,China,25.6005,103.8166
Sanhe,China,39.9808,117.0701
Guntur,India,16.3,80.45
Dali,China,25.7003,100.1564
Concord,United States,37.9722,-122.0016
Contagem,Brazil,-19.9319,-44.0539
Tiruppur,India,11.1075,77.3398
Ch'onan,"Korea, South",36.8064,127.1522
Zaragoza,Spain,41.6483,-0.883
Dusseldorf,Germany,51.2311,6.7724
Izhevsk,Russia,56.85,53.2167
Guixi,China,28.2861,117.2083
Sorocaba,Brazil,-23.5019,-47.4578
Villahermosa,Mexico,17.9892,-92.9281
Petaling Jaya,Malaysia,3.1073,101.6067
Tengyue,China,25.0208,98.4972
Wuxue,China,29.8518,115.5539
Utrecht,Netherlands,52.0908,5.1222
Kikwit,Congo (Kinshasa),-5.0333,18.8167
Colorado Springs,United States,38.8674,-104.7606
Valenzuela,Philippines,14.7,120.9833
Qufu,China,35.6,116.9833
Gaobeidian,China,39.3257,115.8678
Ruiming,China,25.8833,116.0333
Wroclaw,Poland,51.11,17.0325
Rasht,Iran,37.2833,49.6
Nantes,France,47.2181,-1.5528
Stuttgart,Germany,48.7761,9.1775
Al Hufuf,Saudi Arabia,25.3608,49.5997
Xinshi,China,31.0236,113.1079
Cochabamba,Bolivia,-17.3935,-66.157
Barnaul,Russia,53.3567,83.7872
Tripoli,Lebanon,34.4333,35.8333
Jin'e,China,29.3395,105.2868
Rotterdam,Netherlands,51.9225,4.4792
Benghazi,Libya,32.1167,20.0667
Kryvyi Rih,Ukraine,47.9086,33.3433
Yanggok,"Korea, South",37.6367,127.2142
Changping,China,40.2248,116.1944
Raurkela,India,22.2492,84.8828
Halwan,Egypt,29.8419,31.3342
Charleston,United States,32.8153,-79.9628
Chimalhuacan,Mexico,19.4167,-98.9
Xinxing,China,39.8734,124.1453
Suohe,China,34.7879,113.392
Mangalore,India,12.8703,74.8806
Zhuangyuan,China,37.3,120.8333
Ulyanovsk,Russia,54.3167,48.3667
Irkutsk,Russia,52.2833,104.3
Nanded,India,19.15,77.3333
Bacoor,Philippines,14.4624,120.9645
Pontianak,Indonesia,-0.0206,109.3414
Villa Nueva,Guatemala,14.5314,-90.5964
Bazhou,China,39.1235,116.386
Springfield,United States,42.1155,-72.5395
Turpan,China,42.95,89.1822
Xingtai,China,37.0659,114.4753
Meihekou,China,42.5279,125.678
Cuiaba,Brazil,-15.5958,-56.0969
Jurong,China,31.9579,119.1595
Feira de Santana,Brazil,-12.2669,-38.9669
Khabarovsk,Russia,48.4833,135.0667
Zhugang,China,28.1277,121.2288
Xinji,China,37.9423,115.2118
Hamhung,"Korea, North",39.9656,127.4886
Serang,Indonesia,-6.12,106.1503
Sanya,China,18.2536,109.5019
Buraydah,Saudi Arabia,26.3333,43.9667
Ta`izz,Yemen,13.5789,44.0219
Montpellier,France,43.6119,3.8772
San Miguel de Tucuman,Argentina,-26.8167,-65.2167
Yaroslavl,Russia,57.6167,39.85
Zhangshu,China,28.0667,115.5375
Grand Rapids,United States,42.962,-85.6562
Vladivostok,Russia,43.1167,131.9
Kuantan,Malaysia,3.8167,103.3333
Gothenburg,Sweden,57.6717,11.981
Cuttack,India,20.45,85.8667
Jambi,Indonesia,-1.59,103.61
Zhuozhou,China,39.4887,115.9918
Tianchang,China,32.6853,119.0041
Las Pinas City,Philippines,14.45,120.9833
Cimahi,Indonesia,-6.8833,107.5333
Tuxtla,Mexico,16.7528,-93.1167
Balikpapan,Indonesia,-1.1489,116.9031
Qamdo,China,31.1375,97.1777
Joinvile,Brazil,-26.3039,-48.8458
Durban,South Africa,-29.8583,31.025
General Santos,Philippines,6.1167,125.1667
Chanda,India,19.95,79.3
Kagoshima,Japan,31.58,130.5281
Leipzig,Germany,51.3333,12.3833
Al Hillah,Saudi Arabia,23.4895,46.7564
Makhachkala,Russia,42.9833,47.4833
Sihui,China,23.3448,112.6956
Mar del Plata,Argentina,-38.0,-57.55
Brampton,Canada,43.6833,-79.7667
Luocheng,China,30.9793,104.28
Pereira,Colombia,4.8143,-75.6946
Mission Viejo,United States,33.6095,-117.655
Dortmund,Germany,51.5139,7.4653
Chuxiong,China,25.0461,101.5436
Makati City,Philippines,14.55,121.0333
Albany,United States,42.6664,-73.7987
Shah Alam,Malaysia,3.0833,101.5333
Knoxville,United States,35.9692,-83.9496
Essen,Germany,51.4508,7.0131
Shangzhi,China,45.2116,127.962
Botou,China,38.074,116.57
Bucaramanga,Colombia,7.1186,-73.1161
Anyang,"Korea, South",37.3925,126.9269
Genoa,Italy,44.4072,8.934
Kuiju,China,36.8528,119.3904
Tlaquepaque,Mexico,20.6167,-103.3167
Puente Alto,Chile,-33.6167,-70.5833
Dehra Dun,India,30.318,78.029
At Ta'if,Saudi Arabia,21.2667,40.4167
San Jose del Monte,Philippines,14.8139,121.0453
Bakersfield,United States,35.3529,-119.0359
Wancheng,China,18.8,110.4
Hachioji,Japan,35.6667,139.3167
Ogden,United States,41.2278,-111.9682
Xiulin,China,29.7211,112.4037
Fu'an,China,27.1,119.6333
Tomsk,Russia,56.4886,84.9522
Kerman,Iran,30.2833,57.0667
Kingston upon Hull,United Kingdom,53.7444,-0.3325
Al Mahallah al Kubra,Egypt,30.9667,31.1667
Kumul,China,42.8322,93.5155
Luofeng,China,37.359,120.396
Lingyuan,China,41.2407,119.3957
Baton Rouge,United States,30.4418,-91.131
Wencheng,China,19.6167,110.75
Ciudad Bolivar,Venezuela,8.1167,-63.55
Durgapur,India,23.55,87.32
Orenburg,Russia,51.7667,55.1
Shenzhou,China,38.0005,115.5541
Asansol,India,23.6833,86.9667
Bacolod,Philippines,10.6765,122.9509
Akron,United States,41.0798,-81.5219
New Haven,United States,41.3112,-72.9246
Zhenzhou,China,32.2739,119.1619
Surakarta,Indonesia,-7.5667,110.8167
Jieshou,China,33.2605,115.3618
Lanxi,China,29.2167,119.4722
Zahedan,Iran,29.4833,60.8667
Dangyang,China,30.8258,111.791
Columbia,United States,34.0376,-80.9037
Kemerovo,Russia,55.3333,86.0667
Dresden,Germany,51.05,13.74
Veracruz,Mexico,19.1903,-96.1533
Bhavnagar,India,21.765,72.1369
Luanzhou,China,39.7396,118.6978
Novokuznetsk,Russia,53.75,87.1167
Nellore,India,14.4333,79.9667
Chiclayo,Peru,-6.763,-79.8366
Palma,Spain,39.5667,2.65
Al Hudaydah,Yemen,14.8022,42.9511
Eslamshahr,Iran,35.5333,51.2
Cabinda,Angola,-5.5667,12.2
Amravati,India,20.9333,77.75
Korla,China,41.7646,86.1527
Huanghua,China,38.371,117.3329
Londrina,Brazil,-23.31,-51.1628
Tabuk,Saudi Arabia,28.3838,36.555
Xingcheng,China,40.6189,120.7205
Kaiyuan,China,42.538,124.0371
Valledupar,Colombia,10.4603,-73.2597
Fengcheng,China,40.4543,124.0646
Ajmer,India,26.468,74.639
Tinnevelly,India,8.7289,77.7081
Fuding,China,27.2,120.2
Maturin,Venezuela,9.7457,-63.1832
An Nasiriyah,Iraq,31.0439,46.2575
Al Hillah,Iraq,32.4833,44.4333
Ibague,Colombia,4.4378,-75.2006
Hannover,Germany,52.3744,9.7386
Ryazan,Russia,54.6167,39.7167
Panshi,China,42.9392,126.0561
Kassala,Sudan,15.45,36.4
Ananindeua,Brazil,-1.3658,-48.3719
Chang'an,China,29.4761,113.448
Shashi,China,30.32,112.23
Poznan,Poland,52.4,16.9167
Aksu,China,41.1664,80.25
Salta,Argentina,-24.7883,-65.4106
Astrakhan,Russia,46.3333,48.0167
Mingguang,China,32.7816,117.9899
Naberezhnyye Chelny,Russia,55.7,52.3333
Bikaner,India,28.0181,73.3169
Agartala,India,23.8333,91.2667
Xalapa,Mexico,19.54,-96.9275
Ndola,Zambia,-12.9683,28.6337
Hamadan,Iran,34.8065,48.5162
Villavicencio,Colombia,4.1425,-73.6294
Ailan Mubage,China,43.9167,81.3167
Ensenada,Mexico,31.8578,-116.6058
Lyon,France,45.76,4.84
Bac Ninh,Vietnam,21.1861,106.0763
Ciudad Apodaca,Mexico,25.7833,-100.1833
